DATE,LOCATION,$LOSS,$RECOVERED,OFFICER,THEFT_TYPE
"01-27-2012","100 BLOCK W FURNAS AVE",8,0,"643 FLUITT","LARC-VEH.ACCESS."
"01-27-2012","3000 BLOCK N 70TH ST",30,0,"1425 PICKERING","LARC-SELF SERVE GAS"
"01-27-2012","3400 BLOCK N 27TH ST",44,44,"957 BRANDL","LARC-SHOPLIFT"
"01-27-2012","6100 BLOCK O ST",320,0,"1444 MOODY","LARC-FROM BUILDING"
"01-27-2012","2400 BLOCK N 12TH ST",150,0,"1485 NOORDHOEK","LARC-VEH.ACCESS."
"01-27-2012","5300 BLOCK COOPER AVE",25,0,"1221 TANGEN","LARC-OTHER"
"01-27-2012","2900 BLOCK PINE LAKE RD",30,30,"875 HAHNE","LARC-SHOPLIFT"
"01-27-2012","2600 BLOCK S 48TH ST",44,0,"805 PUCKET","LARC-SHOPLIFT"
"01-27-2012","2900 BLOCK PINE LAKE RD",353,0,"1696 DUFEK","LARC-SHOPLIFT"
"01-27-2012","1500 BLOCK N 25TH ST",335,0,"1677 SCOVILL","LARC-FROM BUILDING"
"01-27-2012","1700 BLOCK D ST",100,0,"1482 WESCH","LARC-VEH.ACCESS."
"01-27-2012","2900 BLOCK S 37TH ST",400,0,"1443 NORTON","LARC-FROM BUILDING"
"01-27-2012","1200 BLOCK N ST",44,0,"1625 KOPSA","LARC-FROM BUILDING"
"01-27-2012","2900 BLOCK S 37TH ST",250,0,"1443 NORTON","LARC-FROM BUILDING"
"01-27-2012","2900 BLOCK PINE LAKE RD",22,22,"1610 SCHMIDT","LARC-SHOPLIFT"
"01-27-2012","1600 BLOCK N 84TH ST",10,0,"1642 WILKINSON","LARC-SELF SERVE GAS"
"01-27-2012","1900 BLOCK KNOX ST",1000,1000,"1616 COOPER","AUTO THEFT"
"01-27-2012","4800 BLOCK WALKER AVE",50,0,"1682 WINTER","LARC-FROM BUILDING"
"01-27-2012","2000 BLOCK O ST",37,0,"1623 DLOUHY","LARC-SHOPLIFT"
"01-27-2012","2000 BLOCK S 56TH ST",25,0,"1692 MEYER","LARC-OTHER"
"01-27-2012","100 BLOCK W O ST",5,0,"1358 HULSE","LARC-SELF SERVE GAS"
"01-28-2012","1400 BLOCK O ST",169,169,"1620 EIRICH","LARC-POCKET PICK"
"01-28-2012","2900 BLOCK NW 12TH ST",30,0,"271 SORENSEN","LARC-SHOPLIFT"
"01-28-2012","1100 BLOCK BELMONT AVE",10000,10000,"783 HINTON","AUTO THEFT"
"01-28-2012","1100 BLOCK S CODDINGTON AVE",53,0,"720 MCANDREW","LARC-SELF SERVE GAS"
"01-28-2012","4200 BLOCK CORNHUSKER HWY",6,0,"1425 PICKERING","LARC-FROM MOTOR VEH"
"01-28-2012","3300 BLOCK CLEVELAND AVE",250,0,"859 POYER","LARC-OTHER"
"01-28-2012","3100 BLOCK N 63RD ST",0,0,"859 POYER","LARC-FROM MOTOR VEH"
"01-28-2012","100 BLOCK Q ST",10,0,"950 PACHUNKA","LARC-FROM BUILDING"
"01-28-2012","3100 BLOCK N 47TH ST",300,0,"859 POYER","LARC-STOLEN BIKE"
"01-28-2012","2300 BLOCK T ST",3359,3359,"1530 PETERSEN","LARC-FROM BUILDING"
"01-28-2012","4200 BLOCK CORNHUSKER HWY",0,0,"859 POYER","LARC-FROM MOTOR VEH"
"01-28-2012","6100 BLOCK O ST",64,56,"1508 NICHOLS","LARC-SHOPLIFT"
"01-28-2012","2500 BLOCK SOUTH ST",2442,0,"689 MARTI","LARC-FROM BUILDING"
"01-28-2012","4000 BLOCK ADAMS ST",10,0,"859 POYER","LARC-SELF SERVE GAS"
"01-28-2012","200 BLOCK N 48TH ST",24,24,"1695 MISCAVAGE","LARC-SHOPLIFT"
"01-28-2012","100 BLOCK N 8TH ST",77,77,"689 MARTI","LARC-FROM BUILDING"
"01-28-2012","2900 BLOCK PINE LAKE RD",30,30,"1696 DUFEK","LARC-SHOPLIFT"
"01-28-2012","2600 BLOCK S 70TH ST",420,0,"1553 JUNKER","LARC-FROM BUILDING"
"01-28-2012","1800 BLOCK O ST",2,2,"1694 ZARASVAND","LARC-SHOPLIFT"
"01-28-2012","2000 BLOCK SW 21ST ST",5000,0,"834 MCGAHAN","AUTO THEFT"
"01-28-2012","3400 BLOCK N 85TH ST",16,16,"1676 ENGLER","LARC-SHOPLIFT"
"01-28-2012","8400 BLOCK CODY DR",222,0,"1369 WEBER","LARC-FROM BUILDING"
"01-28-2012","200 BLOCK N 48TH ST",24,24,"1695 MISCAVAGE","LARC-SHOPLIFT"
"01-28-2012","1600 BLOCK TONY CIR",15,0,"1623 DLOUHY","LARC-VEH.ACCESS."
"01-28-2012","3400 BLOCK N 27TH ST",90,90,"1616 COOPER","LARC-SHOPLIFT"
"01-28-2012","2600 BLOCK N 49TH ST",1,1,"1682 WINTER","LARC-FROM BUILDING"
"01-28-2012","6800 BLOCK S 27TH ST",441,1,"1294 CLELAND","LARC-FROM MOTOR VEH"
"01-28-2012","3200 BLOCK S 10TH ST",26,0,"1369 WEBER","LARC-SELF SERVE GAS"
"01-28-2012","5200 BLOCK N 27TH ST",340,1,"1556 GRELL","LARC-FROM MOTOR VEH"
"01-29-2012","2300 BLOCK DUDLEY ST",350,0,"619 ASHLEY","LARC-FROM MOTOR VEH"
"01-29-2012","100 BLOCK N 14TH ST",3000,3000,"1652 KAISER","AUTO THEFT"
"01-09-2012","2200 BLOCK CORNHUSKER HWY",10,0,"764 SCHAAF","LARC-FROM MOTOR VEH"
"01-29-2012","2700 BLOCK W ST",5,0,"1346 LORE","LARC-SHOPLIFT"
"01-29-2012","3200 BLOCK N 41ST ST",11,0,"1530 PETERSEN","LARC-VEH.ACCESS."
"01-29-2012","600 BLOCK SUMNER ST",0,0,"1275 LEEDOM","LARC-FROM MOTOR VEH"
"01-29-2012","2100 BLOCK N 27TH ST",400,400,"1530 PETERSEN","LARC-STOLEN BIKE"
"01-29-2012","6700 BLOCK MILAN DR",30,0,"1118 YINDRICK JR.","LARC-FROM BUILDING"
"01-29-2012","4600 BLOCK LOWELL AVE",2050,0,"337 STANDLEY","LARC-FROM MOTOR VEH"
"01-29-2012","2900 BLOCK PINE LAKE RD",30,30,"1118 YINDRICK JR.","LARC-SHOPLIFT"
"01-29-2012","",88,87,"1331 RIPLEY","LARC-FROM MOTOR VEH"
"01-29-2012","4700 BLOCK N 27TH ST",285,285,"927 ROBERTS","LARC-SHOPLIFT"
"01-29-2012","500 BLOCK SUMNER ST",25,0,"1253 BRENNER","LARC-VEH.ACCESS."
"01-29-2012","3500 BLOCK N 48TH ST",67,0,"1517 WUNDERLICH","LARC-SELF SERVE GAS"
"01-29-2012","200 BLOCK FURNAS AVE",50,0,"760 HENSEL","LARC-FROM BUILDING"
"01-29-2012","1700 BLOCK N 24TH ST",100,0,"1678 KRATOCHVIL","LARC-FROM BUILDING"
"01-29-2012","3900 BLOCK S 27TH ST",2000,2000,"1610 SCHMIDT","LARC-OTHER"
"01-29-2012","2600 BLOCK N 70TH ST",193,0,"1673 KOENIG","LARC-FROM BUILDING"
"01-29-2012","2200 BLOCK HARRISON AVE",90,0,"965 FITCH","LARC-FROM MOTOR VEH"
"01-29-2012","2200 BLOCK HARRISON AVE",0,0,"965 FITCH","LARC-FROM MOTOR VEH"
"01-29-2012","7100 BLOCK S 91ST ST",11,0,"3361 KOERNER","LARC-VEH.ACCESS."
"01-29-2012","2100 BLOCK N 27TH ST",25,0,"1644 DUNCAN","LARC-STOLEN BIKE"
"01-29-2012","2200 BLOCK SOUTH ST",1,0,"1636 GRATZ","LARC-OTHER"
"01-30-2012","200 BLOCK N 52ND ST",18,0,"1618 FIELDS","LARC-OTHER"
"01-30-2012","1200 BLOCK LINCOLN MALL",24,0,"1652 KAISER","LARC-COIN OP MACH"
"01-30-2012","2500 BLOCK N 9TH ST",54,0,"764 SCHAAF","LARC-FROM MOTOR VEH"
"01-30-2012","3900 BLOCK A ST",30,0,"1222 WHERRY","LARC-SELF SERVE GAS"
"01-30-2012","400 BLOCK N 44TH ST",1700,600,"1444 MOODY","LARC-FROM MOTOR VEH"
"01-30-2012","5500 BLOCK SHADY CREEK CT",445,0,"337 STANDLEY","LARC-FROM MOTOR VEH"
"01-30-2012","5500 BLOCK SHADY CREEK CT",790,10,"337 STANDLEY","LARC-VEH.ACCESS."
"01-30-2012","4900 BLOCK N 56TH ST",0,0,"640 LLOYD","LARC-OTHER"
"01-30-2012","4800 BLOCK RANDOLPH ST",17,0,"805 PUCKET","LARC-SELF SERVE GAS"
"01-30-2012","5500 BLOCK SHADY CREEK CT",200,0,"337 STANDLEY","LARC-FROM MOTOR VEH"
"01-30-2012","1200 BLOCK NEW HAMPSHIRE ST",78,0,"763 HOEFER","LARC-FROM MOTOR VEH"
"01-30-2012","1500 BLOCK S 19TH ST",200,0,"794 HRUZA","LARC-FROM MOTOR VEH"
"01-30-2012","2300 BLOCK N CHESTER ST",418,0,"763 HOEFER","LARC-FROM MOTOR VEH"
"01-30-2012","3300 BLOCK A ST",150,0,"1222 WHERRY","LARC-OTHER"
"01-30-2012","7000 BLOCK S 38TH ST",25,0,"1438 HILGER","LARC-FROM MOTOR VEH"
"01-30-2012","2000 BLOCK N 27TH ST",399,0,"1346 LORE","LARC-OTHER"
"01-30-2012","200 BLOCK A ST",10,0,"794 HRUZA","LARC-OTHER"
"01-30-2012","5600 BLOCK NW 20TH ST",1676,0,"927 ROBERTS","LARC-OTHER"
"01-30-2012","200 BLOCK A ST",700,0,"794 HRUZA","LARC-OTHER"
"01-30-2012","500 BLOCK W NANCE AVE",106,0,"764 SCHAAF","LARC-VEH.ACCESS."
"01-30-2012","500 BLOCK W NANCE AVE",0,0,"764 SCHAAF","LARC-FROM MOTOR VEH"
"01-30-2012","2000 BLOCK N 28TH ST",21,0,"1253 BRENNER","LARC-FROM MOTOR VEH"
"01-30-2012","1200 BLOCK FURNAS AVE",0,0,"927 ROBERTS","LARC-FROM MOTOR VEH"
"01-30-2012","900 BLOCK SUMNER ST",20,20,"962 PRATT","LARC-FROM BUILDING"
"01-30-2012","4200 BLOCK N 7TH ST",1000,1000,"760 HENSEL","AUTO THEFT"
"01-30-2012","6100 BLOCK VINE ST",535,0,"1681 FELDHAUS","LARC-FROM MOTOR VEH"
"01-30-2012","2300 BLOCK N CHESTER ST",452,0,"1253 BRENNER","LARC-FROM MOTOR VEH"
"01-30-2012","4200 BLOCK S 27TH ST",91,91,"1696 DUFEK","LARC-SHOPLIFT"
"01-30-2012","2100 BLOCK K ST",89,0,"1568 MESSERSMITH","LARC-OTHER"
"01-30-2012","2900 BLOCK SOUTH ST",12,0,"1683 CONLON","LARC-FROM BUILDING"
"01-30-2012","600 BLOCK W DAWES AVE",20,20,"927 ROBERTS","LARC-STOLEN BIKE"
"01-30-2012","1000 BLOCK W O ST",300,0,"1693 HAMM","LARC-OTHER"
"01-30-2012","2600 BLOCK S 48TH ST",20,0,"1685 MEYERSON","LARC-SHOPLIFT"
"01-30-2012","2800 BLOCK HOMELAND PL",10,0,"1539 KOSO","LARC-FROM MOTOR VEH"
"01-30-2012","200 BLOCK N 48TH ST",2,2,"1640 FISHER","LARC-SHOPLIFT"
"01-30-2012","6500 BLOCK KNOX ST",37,3,"1678 KRATOCHVIL","LARC-FROM MOTOR VEH"
"01-30-2012","1600 BLOCK N 31ST ST",58,58,"1189 STUMBO","LARC-FROM BUILDING"
"01-31-2012","3200 BLOCK VINE ST",600,600,"1608 NITZ","AUTO THEFT"
"01-31-2012","3800 BLOCK CASTLE CIR",5,0,"1589 LOPEZ","LARC-FROM MOTOR VEH"
"01-31-2012","3800 BLOCK NW 53RD ST",5,0,"1186 ALESCH","LARC-FROM MOTOR VEH"
"01-31-2012","1700 BLOCK EUCLID AVE",70,70,"794 HRUZA","LARC-FROM MOTOR VEH"
"01-31-2012","1200 BLOCK LINCOLN MALL",80,0,"885 FLOOD","LARC-COIN OP MACH"
"01-31-2012","2800 BLOCK NW 3RD ST",200,0,"1186 ALESCH","LARC-FROM BUILDING"
"01-31-2012","2200 BLOCK A ST",3,0,"962 PRATT","LARC-FROM MOTOR VEH"
"01-31-2012","3200 BLOCK N 19TH ST",18,0,"763 HOEFER","LARC-VEH.ACCESS."
"01-31-2012","2600 BLOCK N CHESTER ST",60,0,"551 BURMEISTER","LARC-OTHER"
"01-31-2012","1500 BLOCK PIONEERS BLVD",15,0,"1355 JUNKER","LARC-VEH.ACCESS."
"01-31-2012","600 BLOCK W A ST",49,0,"877 HURLEY","LARC-SELF SERVE GAS"
"01-31-2012","2000 BLOCK P ST",1000,0,"1568 MESSERSMITH","AUTO THEFT"
"01-31-2012","2100 BLOCK K ST",6,6,"1665 FULLERTON","LARC-SHOPLIFT"
"01-31-2012","4200 BLOCK W HUNTINGTON AVE",370,0,"1650 JENNINGS","LARC-FROM BUILDING"
"01-31-2012","400 BLOCK N 44TH ST",0,0,"1642 WILKINSON","LARC-FROM MOTOR VEH"
"01-31-2012","5700 BLOCK S 85TH ST",61,0,"1660 DAHLGREN","LARC-SELF SERVE GAS"
"01-31-2012","4700 BLOCK N 27TH ST",4,4,"1539 KOSO","LARC-SHOPLIFT"
"01-31-2012","7300 BLOCK AMANDA RD",100,0,"1517 WUNDERLICH","LARC-FROM MOTOR VEH"
"01-31-2012","200 BLOCK N 48TH ST",1,1,"1642 WILKINSON","LARC-SHOPLIFT"
"01-31-2012","27TH / PEPPER AVE",150,0,"1621 SCHAMBER","LARC-FROM MOTOR VEH"
"01-31-2012","6100 BLOCK N 14TH ST",50,0,"1634 PULEC","LARC-FROM BUILDING"
"02-01-2012","700 BLOCK WASHINGTON ST",96,0,"1597 BANKS","LARC-FROM BUILDING"
"02-01-2012","1800 BLOCK S 33RD PL",0,0,"1692 MEYER","LARC-FROM MOTOR VEH"
"02-01-2012","2100 BLOCK S 35TH ST",50,0,"1666 ARNOLD","LARC-FROM MOTOR VEH"
"02-01-2012","400 BLOCK W BUTLER AVE",1500,1500,"840 SIMPSON","AUTO THEFT"
"02-01-2012","3300 BLOCK KAJAN DR",145,25,"875 HAHNE","LARC-FROM MOTOR VEH"
"02-01-2012","1900 BLOCK N 30TH ST",890,0,"716 DOMEIER","LARC-FROM MOTOR VEH"
"02-01-2012","20TH/PARK",587,0,"963 MANGELS","LARC-FROM MOTOR VEH"
"02-01-2012","2200 BLOCK WOODSCREST AVE",0,0,"963 MANGELS","LARC-FROM MOTOR VEH"
"02-01-2012","700 BLOCK FOLSOM LN",56,0,"566 WITTWER","LARC-FROM MOTOR VEH"
"02-01-2012","700 BLOCK FOLSOM LN",0,0,"1187 CHAMPOUX","LARC-FROM MOTOR VEH"
"02-01-2012","700 BLOCK FOLSOM LN",200,120,"566 WITTWER","LARC-FROM MOTOR VEH"
"02-01-2012","2100 BLOCK S 33RD ST",263,0,"337 STANDLEY","LARC-FROM MOTOR VEH"
"02-01-2012","3200 BLOCK W PERSHING RD",0,0,"579 MARTIN","LARC-FROM MOTOR VEH"
"02-01-2012","2600 BLOCK S 48TH ST",1,1,"805 PUCKET","LARC-SHOPLIFT"
"02-01-2012","700 BLOCK FOLSOM LN",0,0,"689 MARTI","LARC-FROM MOTOR VEH"
"02-01-2012","2500 BLOCK B ST",5400,5400,"1187 CHAMPOUX","AUTO THEFT"
"02-01-2012","800 BLOCK N ST",115,0,"872 CLARKE","LARC-FROM MOTOR VEH"
"02-01-2012","3500 BLOCK M ST",110,0,"337 STANDLEY","LARC-VEH.ACCESS."
"02-01-2012","2000 BLOCK WASHINGTON ST",1,0,"689 MARTI","LARC-FROM MOTOR VEH"
"02-01-2012","2200 BLOCK S 35TH ST",10,0,"1553 JUNKER","LARC-FROM MOTOR VEH"
"02-01-2012","7000 BLOCK S 14TH ST",250,250,"921 HOLM","LARC-FROM BUILDING"
"02-01-2012","1300 BLOCK W O ST",28,28,"950 PACHUNKA","LARC-SHOPLIFT"
"02-01-2012","1700 BLOCK N ST",100,0,"1638 LIND","LARC-FROM MOTOR VEH"
"02-01-2012","200 BLOCK N 48TH ST",11,11,"1695 MISCAVAGE","LARC-SHOPLIFT"
"02-01-2012","1900 BLOCK D ST",1200,0,"1556 GRELL","LARC-OTHER"
"02-01-2012","600 BLOCK S 27TH ST",75,0,"1660 DAHLGREN","LARC-OTHER"
"02-01-2012","5500 BLOCK SOUTH ST",267,0,"1672 BAUMGARTNER","LARC-FROM MOTOR VEH"
"02-01-2012","4000 BLOCK ADAMS ST",57,0,"1645 HAUSER","LARC-SHOPLIFT"
"02-01-2012","200 BLOCK N 48TH ST",9,9,"1642 WILKINSON","LARC-SHOPLIFT"
"02-02-2012","900 BLOCK W O ST",103,0,"950 PACHUNKA","LARC-SELF SERVE GAS"
"02-02-2012","1000 BLOCK S 70TH ST",117,0,"935 WARD","LARC-FROM BUILDING"
"02-02-2012","1000 BLOCK N ST",8,0,"1485 NOORDHOEK","LARC-VEH.ACCESS."
"02-02-2012","2300 BLOCK N 1ST ST",26,26,"643 FLUITT","LARC-SHOPLIFT"
"02-02-2012","4700 BLOCK N 27TH ST",104,104,"957 BRANDL","LARC-SHOPLIFT"
"02-02-2012","3500 BLOCK N 4TH STREET CT",25,0,"1662 ROMSHEK","LARC-VEH.ACCESS."
"02-02-2012","3700 BLOCK S 6TH ST",600,0,"767 KNOPIK","LARC-OTHER"
"02-02-2012","200 BLOCK S 13TH ST",179,0,"1662 ROMSHEK","LARC-FROM BUILDING"
"02-02-2012","5500 BLOCK FRANKLIN ST",250,0,"1532 GOLDEN","LARC-OTHER"
"02-02-2012","2400 BLOCK GARFIELD ST",1,0,"1487 DALE","LARC-OTHER"
"02-02-2012","1400 BLOCK IDYLWILD DR",60,0,"1695 MISCAVAGE","LARC-FROM BUILDING"
"02-02-2012","3100 BLOCK DUDLEY ST",450,0,"1189 STUMBO","LARC-FROM BUILDING"
"02-02-2012","6100 BLOCK O ST",33,33,"1677 SCOVILL","LARC-SHOPLIFT"
"02-02-2012","1200 BLOCK S 14TH ST",5,5,"1471 QUANDT","LARC-SHOPLIFT"
"02-02-2012","1700 BLOCK E ST",0,0,"1482 WESCH","LARC-OTHER"
"02-03-2012","1200 BLOCK LINCOLN MALL",104,0,"1651 VOCASEK","LARC-COIN OP MACH"
"02-03-2012","4900 BLOCK HOLDREGE ST",2500,2500,"1250 VOSS","AUTO THEFT"
"02-03-2012","100 BLOCK EASTRIDGE DR",69,0,"875 HAHNE","LARC-FROM BUILDING"
"02-03-2012","2200 BLOCK Q ST",134,50,"1530 PETERSEN","LARC-FROM BUILDING"
"02-03-2012","300 BLOCK KNOX ST",100,0,"1533 ELLEY","LARC-STOLEN BIKE"
"02-03-2012","1000 BLOCK S 70TH ST",5,5,"935 WARD","LARC-FROM BUILDING"
"02-03-2012","900 BLOCK S 22ND ST",10,0,"1222 WHERRY","LARC-VEH.ACCESS."
"02-03-2012","2300 BLOCK NW 43RD ST",499,0,"1530 PETERSEN","LARC-OTHER"
"02-03-2012","6100 BLOCK O ST",71,71,"1508 NICHOLS","LARC-SHOPLIFT"
"02-03-2012","7200 BLOCK AMANDA RD",3500,0,"1530 PETERSEN","LARC-OTHER"
"02-03-2012","8900 BLOCK ANDERMATT DR",53,53,"1224 BAUER","LARC-SHOPLIFT"
"02-03-2012","400 BLOCK S 24TH ST",360,0,"1578 MIKA","LARC-VEH.ACCESS."
"02-03-2012","2100 BLOCK CORNHUSKER HWY",8000,8000,"840 SIMPSON","AUTO THEFT"
"02-03-2012","2900 BLOCK S 37TH ST",200,0,"1685 MEYERSON","LARC-FROM BUILDING"
"02-03-2012","4700 BLOCK N 27TH ST",32,32,"1599 GENOWAYS","LARC-SHOPLIFT"
"02-03-2012","5600 BLOCK S 16TH ST",21,0,"767 KNOPIK","LARC-SELF SERVE GAS"
"02-03-2012","200 BLOCK N 84TH ST",20,0,"1695 MISCAVAGE","LARC-FROM BUILDING"
"02-03-2012","300 BLOCK W O ST",12,12,"1616 COOPER","LARC-SHOPLIFT"
"02-03-2012","300 BLOCK N 48TH ST",50,0,"1404 WILHELM","LARC-FROM BUILDING"
"02-04-2012","800 BLOCK S 9TH ST",0,0,"1482 WESCH","LARC-FROM MOTOR VEH"
"02-04-2012","100 BLOCK N 29TH ST",4500,4500,"1586 MARTIN","AUTO THEFT"
"02-04-2012","2700 BLOCK NW 9TH ST",500,500,"1253 BRENNER","AUTO THEFT"
"02-04-2012","2500 BLOCK S 76TH ST",15,0,"1485 NOORDHOEK","LARC-VEH.ACCESS."
"02-04-2012","700 BLOCK W P ST",8000,0,"760 HENSEL","AUTO THEFT"
"02-04-2012","4900 BLOCK RENT-WORTH DR",2100,2100,"1118 YINDRICK JR.","AUTO THEFT"
"02-04-2012","400 BLOCK N 48TH ST",30,30,"1677 SCOVILL","LARC-SHOPLIFT"
"02-04-2012","900 BLOCK S 11TH ST",110,0,"3313 OAKLEY","LARC-STOLEN BIKE"
"02-04-2012","100 BLOCK Q ST",75,0,"1593 KOUNOVSKY","LARC-FROM BUILDING"
"02-05-2012","1100 BLOCK HARRISON AVE",2,0,"941 PRATT","LARC-FROM MOTOR VEH"
"02-05-2012","7100 BLOCK PLATTE AV",20,20,"1425 PICKERING","LARC-FROM MOTOR VEH"
"02-05-2012","2800 BLOCK S 13TH ST",1,0,"941 PRATT","LARC-FROM MOTOR VEH"
"02-05-2012","3400 BLOCK N 66TH ST",0,0,"859 POYER","LARC-FROM MOTOR VEH"
"02-05-2012","4700 BLOCK N 27TH ST",427,427,"763 HOEFER","LARC-SHOPLIFT"
"02-05-2012","3200 BLOCK CORNHUSKER HWY",61,0,"764 SCHAAF","LARC-SELF SERVE GAS"
"02-05-2012","4100 BLOCK S 48TH ST",26,0,"1118 YINDRICK JR.","LARC-SELF SERVE GAS"
"02-05-2012","4800 BLOCK MEREDETH ST",150,0,"1118 YINDRICK JR.","LARC-VEH.ACCESS."
"02-05-2012","6100 BLOCK O ST",17,17,"1677 SCOVILL","LARC-SHOPLIFT"
"02-05-2012","5300 BLOCK FAIRDALE RD",1200,0,"1683 CONLON","LARC-OTHER"
"02-05-2012","3200 BLOCK SUPERIOR ST",80,80,"1693 HAMM","LARC-SELF SERVE GAS"
"02-05-2012","000000 OF LINC",3,0,"1672 BAUMGARTNER","LARC-OTHER"
"02-06-2012","7100 BLOCK ADAMS ST",100,0,"299 ARNOLD","LARC-VEH.ACCESS."
"02-06-2012","1700 BLOCK S 48TH ST",3000,3000,"1346 LORE","AUTO THEFT"
"02-06-2012","2000 BLOCK Y ST",0,0,"1346 LORE","LARC-FROM BUILDING"
"02-06-2012","1000 BLOCK N ST",426,0,"597 BURDA","LARC-FROM BUILDING"
"02-06-2012","100 BLOCK N 14TH ST",91,0,"1280 DELANEY","LARC-FROM BUILDING"
"02-06-2012","4700 BLOCK N 27TH ST",179,179,"927 ROBERTS","LARC-SHOPLIFT"
"02-06-2012","1100 BLOCK SUMNER ST",1,0,"1583 DIMAS","LARC-FROM BUILDING"
"02-06-2012","200 BLOCK N 8TH ST",400,0,"1644 DUNCAN","LARC-FROM BUILDING"
"02-06-2012","1300 BLOCK O ST",300,0,"3362 SEDERSTEN","LARC-STOLEN BIKE"
"02-06-2012","2700 BLOCK SUMNER ST",110,110,"1667 SCHWARTZ","LARC-FROM BUILDING"
"02-06-2012","4700 BLOCK N 27TH ST",41,41,"1591 BEASLEY","LARC-SHOPLIFT"
"02-06-2012","200 BLOCK N 8TH ST",250,250,"3362 SEDERSTEN","LARC-STOLEN BIKE"
"02-06-2012","4700 BLOCK N 27TH ST",50,50,"1591 BEASLEY","LARC-SHOPLIFT"
"02-06-2012","200 BLOCK N 66TH ST",330,0,"1673 KOENIG","LARC-FROM MOTOR VEH"
"02-06-2012","3100 BLOCK NW 6TH ST",12,0,"1589 LOPEZ","LARC-FROM MOTOR VEH"
"02-07-2012","1400 BLOCK S 17TH ST",200,0,"1597 BANKS","LARC-FROM BUILDING"
"02-07-2012","3000 BLOCK APPLE ST",13825,0,"1346 LORE","LARC-FROM BUILDING"
"02-07-2012","3300 BLOCK N 60TH ST",600,600,"640 LLOYD","LARC-FROM MOTOR VEH"
"02-07-2012","2600 BLOCK N 63RD ST",743,0,"1336 HILL","LARC-FROM BUILDING"
"02-07-2012","200 BLOCK C ST",369,0,"549 TOWLE","LARC-FROM MOTOR VEH"
"02-07-2012","200 BLOCK N 48TH ST",28,22,"1508 NICHOLS","LARC-SHOPLIFT"
"02-07-2012","4100 BLOCK B ST",10,0,"1683 CONLON","LARC-FROM MOTOR VEH"
"02-07-2012","2500 BLOCK NW 12TH ST",84,0,"1253 BRENNER","LARC-SHOPLIFT"
"02-07-2012","2800 BLOCK NW 48TH ST",30,30,"1638 LIND","LARC-FROM BUILDING"
"02-07-2012","200 BLOCK N 48TH ST",2,2,"1695 MISCAVAGE","LARC-SHOPLIFT"
"02-07-2012","4600 BLOCK LEWIS AV",100,0,"1539 KOSO","LARC-FROM BUILDING"
"02-07-2012","600 BLOCK BROOKSIDE DR",1000,0,"1589 LOPEZ","LARC-OTHER"
"02-08-2012","3300 BLOCK O ST",15,15,"875 HAHNE","LARC-SHOPLIFT"
"02-08-2012","7000 BLOCK S 14TH ST",175,0,"921 HOLM","LARC-FROM BUILDING"
"02-08-2012","900 BLOCK S 6TH ST",696,0,"566 WITTWER","LARC-FROM MOTOR VEH"
"02-08-2012","2900 BLOCK S 37TH ST",300,0,"1180 KENNETT","LARC-FROM BUILDING"
"02-08-2012","2900 BLOCK S 37TH ST",125,125,"1180 KENNETT","LARC-FROM BUILDING"
"02-08-2012","2900 BLOCK S 37TH ST",250,250,"1180 KENNETT","LARC-FROM BUILDING"
"02-08-2012","2900 BLOCK S 37TH ST",150,150,"1180 KENNETT","LARC-FROM BUILDING"
"02-08-2012","8700 BLOCK ANDERMATT DR",121,121,"1660 DAHLGREN","LARC-SHOPLIFT"
"02-08-2012","2600 BLOCK S 48TH ST",78,78,"1553 JUNKER","LARC-SHOPLIFT"
"02-08-2012","2700 BLOCK N 48TH ST",400,400,"1645 HAUSER","LARC-SHOPLIFT"
"02-08-2012","8100 BLOCK LEA RAE PL",32,0,"1399 DOMANSKI","LARC-OTHER"
"02-08-2012","1200 BLOCK W WASHINGTON ST",15,0,"1355 JUNKER","LARC-VEH.ACCESS."
"02-08-2012","5400 BLOCK S 56TH ST",11,11,"1553 JUNKER","LARC-SHOPLIFT"
"02-08-2012","100 BLOCK Q ST",320,0,"1358 HULSE","LARC-FROM BUILDING"
"02-09-2012","5200 BLOCK CORNHUSKER HWY",295,0,"1259 FAZ","LARC-FROM BUILDING"
"02-09-2012","2600 BLOCK N 63RD ST",200,0,"1336 HILL","LARC-FROM BUILDING"
"02-09-2012","5300 BLOCK N 57TH ST",125,0,"640 LLOYD","LARC-OTHER"
"02-09-2012","4700 BLOCK N 27TH ST",48,48,"840 SIMPSON","LARC-SHOPLIFT"
"02-09-2012","700 BLOCK N COTNER BLVD",45,0,"859 POYER","LARC-FROM BUILDING"
"02-09-2012","2900 BLOCK S 37TH ST",2,2,"1180 KENNETT","LARC-FROM BUILDING"
"02-09-2012","4700 BLOCK CORNHUSKER HWY",1600,0,"1259 FAZ","LARC-OTHER"
"02-09-2012","2200 BLOCK N 48TH ST",45,0,"1259 FAZ","LARC-SELF SERVE GAS"
"02-09-2012","2900 BLOCK S 37TH ST",180,150,"1180 KENNETT","LARC-FROM BUILDING"
"02-09-2012","4700 BLOCK N 27TH ST",60,60,"783 HINTON","LARC-SHOPLIFT"
"02-09-2012","4700 BLOCK N 27TH ST",120,0,"783 HINTON","LARC-SHOPLIFT"
"02-09-2012","1900 BLOCK N 60TH ST",359,0,"1681 FELDHAUS","LARC-FROM BUILDING"
